epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,5896.19,0.38364,0.37442,0.9754,0.92852,0.96563,0.98809,0.92193,0.4067,0.31348,0.96181,0.000214497,0.000214497,0.000214497
77,5973.44,0.37879,0.32768,0.97,0.96956,0.95885,0.98626,0.92208,0.3858,0.2939,0.95344,0.000206251,0.000206251,0.000206251
78,6050.75,0.39084,0.3277,0.97778,0.96169,0.96316,0.98798,0.9241,0.39424,0.30199,0.95656,0.000198004,0.000198004,0.000198004
79,6127.61,0.38224,0.3388,0.97189,0.97888,0.9201,0.98636,0.92987,0.38806,0.31804,0.94974,0.000189757,0.000189757,0.000189757
80,6204.56,0.37588,0.32867,0.97476,0.94923,0.95663,0.98628,0.92182,0.38933,0.29879,0.94708,0.000181511,0.000181511,0.000181511
81,6281.79,0.38024,0.32449,0.97828,0.95356,0.95189,0.98689,0.92502,0.39309,0.30506,0.9545,0.000173264,0.000173264,0.000173264
82,6358.75,0.36661,0.31617,0.96736,0.93958,0.9713,0.98872,0.92836,0.37513,0.29888,0.93821,0.000165017,0.000165017,0.000165017
83,6435.93,0.38212,0.32921,0.97245,0.97323,0.93977,0.98726,0.91746,0.38997,0.29465,0.95007,0.000156771,0.000156771,0.000156771
84,6513.33,0.3842,0.37674,0.98297,0.94228,0.96261,0.98353,0.92082,0.38448,0.30793,0.945,0.000148524,0.000148524,0.000148524
85,6590.7,0.37469,0.32616,0.96781,0.94278,0.96182,0.98499,0.92133,0.37747,0.31381,0.94031,0.000140277,0.000140277,0.000140277
86,6667.72,0.37347,0.33457,0.97149,0.9223,0.96942,0.98503,0.9201,0.39444,0.31417,0.95451,0.000132031,0.000132031,0.000132031
87,6744.84,0.37068,0.30046,0.96946,0.93451,0.97233,0.98449,0.91792,0.38161,0.30287,0.94569,0.000123784,0.000123784,0.000123784
88,6822,0.36303,0.30985,0.96793,0.96971,0.93049,0.98601,0.92171,0.37596,0.30329,0.93563,0.000115537,0.000115537,0.000115537
89,6898.92,0.36965,0.29747,0.9679,0.97768,0.93889,0.98889,0.92273,0.37656,0.29812,0.93745,0.00010729,0.00010729,0.00010729
90,6975.77,0.36138,0.28968,0.96262,0.92667,0.9698,0.98917,0.92672,0.37332,0.29875,0.93897,9.90437e-05,9.90437e-05,9.90437e-05
91,7057.31,0.30477,0.24764,0.95252,0.94174,0.96468,0.98432,0.92711,0.37369,0.30137,0.94273,9.0797e-05,9.0797e-05,9.0797e-05
92,7134.23,0.29219,0.23325,0.92959,0.95263,0.94337,0.98379,0.92201,0.38279,0.29157,0.94859,8.25503e-05,8.25503e-05,8.25503e-05
93,7210.77,0.28252,0.27239,0.93704,0.9434,0.93321,0.98087,0.92287,0.38157,0.30714,0.94575,7.43036e-05,7.43036e-05,7.43036e-05
94,7287.56,0.27947,0.22102,0.93691,0.92913,0.95509,0.98239,0.91704,0.38284,0.31312,0.94092,6.60569e-05,6.60569e-05,6.60569e-05
95,7364.53,0.29425,0.22236,0.93545,0.94519,0.95286,0.98528,0.92977,0.3725,0.2934,0.93437,5.78102e-05,5.78102e-05,5.78102e-05
96,7440.72,0.27374,0.20686,0.91941,0.95615,0.94922,0.986,0.93106,0.37465,0.29145,0.93748,4.95635e-05,4.95635e-05,4.95635e-05
97,7517.56,0.27556,0.23628,0.93522,0.94985,0.95678,0.98647,0.93253,0.37236,0.28984,0.93245,4.13168e-05,4.13168e-05,4.13168e-05
98,7594.22,0.27124,0.25021,0.92674,0.96096,0.94879,0.9866,0.93389,0.36526,0.28389,0.92796,3.30701e-05,3.30701e-05,3.30701e-05
99,7671.1,0.27719,0.28819,0.94705,0.94369,0.96198,0.98565,0.93593,0.36879,0.28591,0.92918,2.48234e-05,2.48234e-05,2.48234e-05
100,7747.65,0.26927,0.21865,0.92855,0.94403,0.95711,0.98534,0.93615,0.37061,0.29309,0.9302,1.65767e-05,1.65767e-05,1.65767e-05
